lat,long
40.801677,-73.96865
40.801361,-73.967915
40.799118,-73.966649
40.798494,-73.967194
40.798782,-73.959607
40.803142,-73.958261
40.800692,-73.954482
40.794237,-73.944832
40.782233,-73.96009
40.780852,-73.961029
40.78028,-73.957306
40.7743,-73.977465
40.775095,-73.963271
40.766752,-73.965224
40.774819,-73.954326
40.774162,-73.954849
40.772765,-73.955789
40.770235,-73.957644
40.769864,-73.954744
40.765503,-73.966119
40.764883,-73.952758
40.771736,-73.943404
40.793564,-73.94527
40.792249,-73.946231
40.787236,-73.954212
40.787903,-73.951716
40.786526,-73.948474
40.790328,-73.947715
40.788333,-73.947098
40.789966,-73.942994
40.78644,-73.942516
40.780666,-73.944413
40.782756,-73.944119
40.803823,-73.940073
40.79933,-73.941118
40.799955,-73.940681
40.801837,-73.93729
40.801515,-73.934561
40.796406,-73.938318
40.79708,-73.937838
40.793553,-73.937295
40.796083,-73.935417
40.797988,-73.933931
40.800049,-73.92978
40.797683,-73.931376
40.790521,-73.936641
40.771665,-73.946675
40.769608,-73.952081
40.770226,-73.949673
40.799253,-73.957611
40.78883,-73.956762
40.773823,-73.972485
40.816165,-73.962068
40.804104,-73.930882
40.774333,-73.927574
40.767971,-73.935519
40.765763,-73.935121
40.765451,-73.930639
40.781442,-73.916698
40.780139,-73.916208
40.772256,-73.927002
40.77427,-73.923545
40.775073,-73.922392
40.778336,-73.918429
40.775525,-73.919898
40.772644,-73.92479
40.773297,-73.923378
40.771441,-73.924797
40.77364,-73.922357
40.780054,-73.918412
40.811279,-73.931406
40.810279,-73.930806
40.807679,-73.926806
40.805279,-73.925906
40.804179,-73.922706
40.784255,-73.915879
40.780496,-73.984148
40.777756,-73.98204
40.806754,-73.964894
40.808795,-73.95966
40.814291,-73.953061
40.815709,-73.948696
40.810124,-73.953128
40.809527,-73.951744
40.807691,-73.949327
40.81103,-73.943217
40.81026,-73.939472
40.804567,-73.945791
40.805752,-73.94069
40.804423,-73.937426
40.808481,-73.934497
40.799091,-73.968599
40.79276,-73.977128
40.796523,-73.974269
40.794074,-73.970425
40.782708,-73.975124
40.785173,-73.973225
40.784685,-73.969956
40.795705,-73.950241
40.792047,-73.954748
40.793958,-73.954975
40.803028,-73.963853
40.802283,-73.967845
40.798706,-73.961515
40.783474,-73.957028
40.779587,-73.961946
40.780832,-73.95466
40.776947,-73.975588
40.77567,-73.962683
40.774494,-73.965939
40.770488,-73.964467
40.771168,-73.966152
40.777747,-73.963343
40.770524,-73.960351
40.77032,-73.943477
40.801386,-73.95023
40.800138,-73.951148
40.796738,-73.94887
40.785972,-73.955194
40.78795,-73.955854
40.791154,-73.953496
40.786566,-73.950554
40.787117,-73.948037
40.77949,-73.94754
40.786795,-73.945266
40.78905,-73.944776
40.792627,-73.941071
40.782596,-73.94529
40.782004,-73.945748
40.785799,-73.94291
40.783036,-73.944161
40.799323,-73.939125
40.797703,-73.937336
40.793167,-73.933202
40.792563,-73.936824
40.801796,-73.930333
40.801053,-73.929709
40.766755,-73.951122
40.766099,-73.951668
40.764298,-73.946405
40.791615,-73.924457
40.766672,-73.945881
40.787804,-73.966819
40.813496,-73.964823
40.801795,-73.929921
40.801384,-73.930075
40.774753,-73.92989
40.770853,-73.930888
40.766284,-73.938323
40.764989,-73.939934
40.774716,-73.928568
40.777963,-73.924822
40.776208,-73.926761
40.767651,-73.928806
40.776843,-73.920236
40.812579,-73.931706
40.810579,-73.930506
40.809579,-73.927706
40.809479,-73.925506
40.806879,-73.924206
40.803679,-73.919706
40.813879,-73.931306
40.783763,-73.916402
40.799721,-73.970069
40.785536,-73.984079
40.78506,-73.984386
40.810389,-73.963509
40.812245,-73.96209
40.813597,-73.962385
40.811133,-73.954314
40.807457,-73.958388
40.812345,-73.952183
40.805124,-73.954955
40.815885,-73.947047
40.813979,-73.948445
40.814673,-73.944258
40.815449,-73.93994
40.809124,-73.94455
40.803189,-73.942569
40.814161,-73.938994
40.814696,-73.936281
40.809523,-73.935813
40.80602,-73.932583
40.797278,-73.968046
40.795926,-73.972799
40.793433,-73.970906
40.795442,-73.965715
40.789528,-73.975564
40.792203,-73.977846
40.803024,-73.967667
40.802518,-73.958698
40.800704,-73.95821
40.800588,-73.957885
40.767472,-73.968924
40.784796,-73.958212
40.780928,-73.958906
40.779517,-73.955642
40.781407,-73.954245
40.773018,-73.978447
40.77247,-73.961011
40.778388,-73.962863
40.778213,-73.954588
40.775782,-73.956487
40.767991,-73.956162
40.765142,-73.961377
40.76391,-73.962294
40.802734,-73.949247
40.799546,-73.951585
40.795566,-73.948097
40.793607,-73.943341
40.786596,-73.954757
40.78726,-73.956335
40.785314,-73.955631
40.789199,-73.954937
40.780201,-73.953147
40.783913,-73.950309
40.790952,-73.947257
40.78899,-73.94664
40.789358,-73.943409
40.803118,-73.936415
40.800874,-73.935041
40.795141,-73.939258
40.794533,-73.939673
40.793876,-73.940197
40.797381,-73.934455
40.802506,-73.930719
40.80328,-73.930627
40.800985,-73.929124
40.777233,-73.952254
40.776205,-73.94992
40.769778,-73.948636
40.77792,-73.945794
40.773869,-73.945882
40.775466,-73.945808
40.767362,-73.9454
40.798235,-73.922802
40.803688,-73.969419
40.798868,-73.955468
40.789371,-73.95732
40.774408,-73.975147
40.815282,-73.96411
40.801453,-73.930985
40.802437,-73.929982
40.794494,-73.978506
40.770369,-73.933794
40.771372,-73.933181
40.776333,-73.929598
40.77136,-73.929693
40.772939,-73.924593
40.778146,-73.920618
40.813179,-73.929806
40.806779,-73.927106
40.807779,-73.923506
