lat,long
40.791025,-73.949358
40.78723,-73.952153
40.784522,-73.949959
40.785244,-73.949413
40.78236,-73.948585
40.786171,-73.945724
40.784922,-73.946663
40.784298,-73.947078
40.785207,-73.943325
40.779152,-73.94492
40.784153,-73.943049
40.802215,-73.938209
40.80097,-73.939137
40.798059,-73.940108
40.797059,-73.931813
40.795345,-73.931694
40.78873,-73.937866
40.778242,-73.9485
40.770583,-73.948328
40.775775,-73.944485
40.777582,-73.943088
40.762382,-73.948418
40.798478,-73.923331
40.799308,-73.925125
40.797592,-73.919696
40.781319,-73.962847
40.790725,-73.96351
40.775899,-73.967275
40.797065,-73.958403
40.801351,-73.929989
40.795724,-73.976852
40.815964,-73.961267
40.763587,-73.949126
40.770949,-73.933685
40.771368,-73.931903
40.769063,-73.932307
40.768565,-73.93101
40.763181,-73.941049
40.782507,-73.919746
40.782651,-73.918489
40.77358,-73.924004
40.774508,-73.921182
40.808179,-73.926206
40.803879,-73.928206
40.811679,-73.930806
40.814002,-73.931756
40.779855,-73.984628
40.785571,-73.984859
40.806129,-73.965331
40.815761,-73.954505
40.815913,-73.960638
40.811761,-73.954874
40.812029,-73.95147
40.809235,-73.953003
40.807588,-73.952991
40.81027,-73.947448
40.805231,-73.947412
40.816509,-73.946567
40.806456,-73.944414
40.808979,-73.940433
40.80773,-73.941372
40.804463,-73.939571
40.810684,-73.935037
40.807617,-73.937212
40.803975,-73.931707
40.794817,-73.976294
40.798595,-73.973218
40.782002,-73.975756
40.782105,-73.971899
40.779427,-73.973776
40.79106,-73.965241
40.79306,-73.952142
40.791729,-73.953103
40.78342,-73.970917
40.783995,-73.970437
40.797358,-73.962433
40.800425,-73.958428
40.803202,-73.956375
40.766774,-73.967173
40.773708,-73.977923
40.773725,-73.962196
40.767974,-73.966278
40.777635,-73.959163
40.775049,-73.959134
40.767081,-73.95998
40.766424,-73.96046
40.768648,-73.955747
40.76578,-73.95494
40.80206,-73.949771
40.800779,-73.950667
40.798889,-73.952065
40.800051,-73.944842
40.801325,-73.941844
40.800044,-73.942805
40.797917,-73.942124
40.794247,-73.94286
40.786669,-73.956815
40.787927,-73.953731
40.785892,-73.950991
40.779221,-73.950791
40.780056,-73.944265
40.784676,-73.942028
40.802478,-73.93683
40.791922,-73.935269
40.801767,-73.931243
40.785828,-73.936384
40.800276,-73.927429
40.778377,-73.925383
40.795772,-73.97644
40.77384,-73.951905
40.771547,-73.950705
40.771947,-73.947345
40.777263,-73.946253
40.776317,-73.944048
40.797937,-73.919477
40.79969,-73.926054
40.813018,-73.963936
40.773648,-73.969172
40.814614,-73.963926
40.817651,-73.96101
40.796234,-73.976546
40.775969,-73.933868
40.766872,-73.936717
40.782142,-73.919099
40.770256,-73.929505
40.769343,-73.927388
40.77705,-73.918134
40.776149,-73.919331
40.809579,-73.928806
40.805279,-73.923206
40.787592,-73.98305
40.782524,-73.984983
40.781755,-73.981152
40.810028,-73.958742
40.816336,-73.95409
40.813412,-73.956252
40.815904,-73.952965
40.808202,-73.954548
40.806402,-73.957896
40.807826,-73.94549
40.816053,-73.943296
40.813438,-73.939323
40.808517,-73.945031
40.806449,-73.942334
40.805191,-73.945354
40.810356,-73.943655
40.810525,-73.935114
40.807593,-73.935109
40.807463,-73.932989
40.804085,-73.93093
40.795312,-73.971372
40.796632,-73.97234
40.797191,-73.971882
40.795388,-73.96953
40.794731,-73.969945
40.792743,-73.971408
40.78644,-73.978159
40.790815,-73.976532
40.7846,-73.979642
40.778852,-73.974234
40.786471,-73.972287
40.787264,-73.968036
40.789713,-73.966245
40.797924,-73.954129
40.802257,-73.970056
40.801236,-73.959659
40.800934,-73.958035
40.800507,-73.958124
40.782777,-73.955407
40.78542,-73.957732
40.775478,-73.980319
40.778259,-73.958704
40.777106,-73.963845
40.771809,-73.965694
40.767409,-73.964787
40.770481,-73.962452
40.767353,-73.962708
40.777707,-73.961242
40.775723,-73.958588
40.773751,-73.960029
40.775092,-73.956989
40.771822,-73.959455
40.76828,-73.959128
40.766709,-73.957144
40.767301,-73.956686
40.770537,-73.954307
40.767061,-73.954002
40.803995,-73.952101
40.802383,-73.952652
40.800025,-73.946966
40.802637,-73.945108
40.797488,-73.946742
40.798664,-73.943766
40.796807,-73.945077
40.781466,-73.952208
40.791619,-73.944717
40.790321,-73.9457
40.783269,-73.944723
40.778544,-73.945314
40.786117,-73.939701
40.804465,-73.935388
40.801857,-73.938438
40.795656,-73.940598
40.792272,-73.938235
40.803469,-73.933118
40.794406,-73.931569
40.776659,-73.952712
40.777973,-73.951795
40.773166,-73.952515
40.767018,-73.950753
40.773146,-73.946407
40.765537,-73.952478
40.767506,-73.944143
40.796636,-73.91929
40.80239,-73.970358
40.810845,-73.967213
40.813347,-73.964942
40.798433,-73.958699
40.775828,-73.945503
40.791431,-73.962726
40.778037,-73.966548
40.797088,-73.975957
40.801697,-73.930052
40.762781,-73.949369
40.775669,-73.932874
40.769761,-73.9341
40.768259,-73.933113
40.770945,-73.928894
40.76995,-73.926994
40.771647,-73.927006
40.770436,-73.924695
40.771241,-73.924105
40.778247,-73.916718
40.812179,-73.928406
40.811779,-73.931806
40.810479,-73.930606
40.810679,-73.930306
40.804579,-73.923706
40.785983,-73.985203
40.786059,-73.98438
40.783684,-73.981792
40.782528,-73.980888
40.785635,-73.984317
40.76389,-73.956272
40.774837,-73.980799
40.776053,-73.979839
40.811222,-73.961597
40.810631,-73.962055
40.808739,-73.957644
40.812604,-73.950968
40.811482,-73.950216
40.808411,-73.953051
40.808275,-73.956498
40.806976,-73.957394
40.807785,-73.952946
40.806797,-73.952908
40.812837,-73.941776
40.812774,-73.937723
40.802581,-73.942985
40.814178,-73.934376
40.813332,-73.937243
40.810187,-73.937435
40.811594,-73.934804
40.808882,-73.936272
40.791467,-73.974145
40.792688,-73.975113
40.799814,-73.96827
40.793954,-73.974218
40.796029,-73.969006
40.788279,-73.976611
40.779997,-73.977001
40.778715,-73.977962
40.785293,-73.969498
40.789105,-73.966704
40.80424,-73.966751
40.799791,-73.96619
40.800449,-73.965709
40.801883,-73.961107
40.802512,-73.956856
40.801887,-73.957314
40.78405,-73.956548
40.781486,-73.958469
40.778972,-73.960325
40.774859,-73.977072
40.768615,-73.965798
40.769936,-73.967069
40.771188,-73.961863
40.769183,-73.963369
40.778332,-73.960827
40.775444,-73.953867
40.771132,-73.959892
40.769611,-73.958124
40.771162,-73.95387
40.766056,-73.963625
40.76482,-73.958476
40.76933,-73.942789
40.800732,-73.946463
40.801356,-73.945983
40.79547,-73.943915
40.785915,-73.953136
40.785869,-73.948954
40.782705,-73.953306
40.77887,-73.954064
40.787758,-73.947513
40.780747,-73.944153
40.801828,-73.93937
40.8023,-73.933017
40.794463,-73.933714
40.789608,-73.937479
40.786872,-73.938808
40.775952,-73.953301
40.778564,-73.951271
40.777634,-73.949024
40.775998,-73.947235
40.77699,-73.943525
40.772714,-73.945326
40.801168,-73.929556
40.797692,-73.919955
40.797017,-73.920111
40.799029,-73.975166
40.792368,-73.962179
40.782871,-73.969273
40.774538,-73.974453
40.769525,-73.972595
40.778405,-73.933291
40.77246,-73.933586
40.768858,-73.934799
40.767661,-73.931622
40.764673,-73.939026
40.762582,-73.939233
40.766185,-73.938129
40.765365,-73.934538
40.782049,-73.916001
40.780442,-73.918004
40.779146,-73.919507
40.810279,-73.929706
40.806979,-73.929606
40.810179,-73.927206
40.804779,-73.922206
40.805179,-73.920906
40.799932,-73.918124
40.785595,-73.982085
40.785851,-73.984879
40.779517,-73.981792
40.762691,-73.95721
40.778578,-73.98171
40.808433,-73.964928
40.81082,-73.964438
40.806167,-73.961603
40.813835,-73.959676
40.813566,-73.953087
40.813404,-73.948861
40.813441,-73.945154
40.809716,-73.944157
40.804668,-73.932179
40.803939,-73.930775
40.792075,-73.973665
40.800986,-73.969131
40.797918,-73.967587
40.793352,-73.976605
40.793373,-73.972769
40.797848,-73.971402
40.791548,-73.968554
40.78244,-73.978917
40.781328,-73.976128
40.785069,-73.976996
40.789609,-73.969973
40.787922,-73.96762
40.795031,-73.950744
40.793684,-73.95177
40.804722,-73.968092
40.799221,-73.962877
40.799347,-73.961013
40.804391,-73.957387
40.803744,-73.95596
40.799509,-73.955312
40.796153,-73.961529
40.775726,-73.964871
40.773764,-73.964253
40.769361,-73.967505
40.766729,-73.963166
40.771501,-73.956749
40.765832,-73.960918
40.794991,-73.948555
40.79611,-73.943478
40.792309,-73.944237
40.791048,-73.951438
40.787173,-73.95003
40.783575,-73.947646
40.789654,-73.948196
40.802468,-73.938824
40.801236,-73.939764
40.799981,-73.938709
40.803759,-73.935891
40.800572,-73.93825
40.791949,-73.935485
40.795137,-73.933277
40.794453,-73.930724
40.796109,-73.976645
40.772206,-73.945979
40.768984,-73.952604
40.767346,-73.950469
40.776091,-73.945264
40.76892,-73.943094
40.801036,-73.929492
40.798968,-73.918742
40.793026,-73.923235
40.812317,-73.964105
40.771467,-73.97735
40.803944,-73.932162
40.801581,-73.929857
40.801103,-73.92999
40.802685,-73.930111
40.795675,-73.977091
40.76339,-73.949214
40.776269,-73.934776
40.774155,-73.933078
40.767263,-73.935523
40.771863,-73.932505
40.76705,-73.940637
40.766382,-73.937933
40.767169,-73.932123
40.773637,-73.926235
40.768439,-73.928108
40.771149,-73.92599
40.777844,-73.919125
40.776269,-73.920911
40.775253,-73.922174
40.809879,-73.928306
40.807979,-73.931706
40.808379,-73.930806
40.810879,-73.926706
40.809179,-73.928206
40.807979,-73.926606
40.805979,-73.921006
40.805479,-73.925606
40.801379,-73.917306
40.810879,-73.930406
40.800377,-73.917872
40.786894,-73.981385
40.788315,-73.982786
40.784364,-73.983456
40.781015,-73.981351
40.763739,-73.953555
40.805554,-73.96579
40.805559,-73.96204
40.805461,-73.967719
40.81259,-73.956842
40.8122,-73.963434
40.810147,-73.9551
40.814118,-73.955685
40.80943,-73.957337
40.806346,-73.955924
40.808886,-73.952181
40.815244,-73.947506
40.812159,-73.946028
40.81709,-73.948016
40.815913,-73.939607
40.80581,-73.938609
40.806993,-73.937649
40.806312,-73.936071
40.805704,-73.936508
40.799153,-73.972586
40.793329,-73.974677
40.793536,-73.967113
40.792086,-73.97191
40.78892,-73.976044
40.79122,-73.979477
40.78898,-73.974137
40.783837,-73.977891
40.781208,-73.979791
40.78394,-73.974142
40.796329,-73.949761
40.794374,-73.951159
40.792419,-73.9526
40.803572,-73.969138
40.801188,-73.965185
40.797305,-73.96629
40.800035,-73.954898
